앞서 정부는 다음 달 18일부터 초등학교 6학년부터 고등학교 2학년에 해당하는 12~17세 연령대의 코로나19 예방접종을 실시한다고 밝혔다 .	O O O O O O O O O O O O O O O O O
정부의 최소 기대치인 70%를 훨씬 못 미치는 수준이다 .	O O O O O O O O O
청원인은 이후 오후 12시 10분쯤 최초 신고를 했지만 신고 후 20분이 지나서 출동했고 오후 12시 45분이 돼서야 응급실에 도착했지만 아내는 호흡이 멈춘 상태였다고 말했다 .	O O O O O O O O O O O O O O O O O O O O SYMP-B SYMP-I O O O
중앙방역대책본부는 60세 이상에서 코로나 백신 접종을 통한 감염과 사망 예방 효과가 재확인되었고, 감염되더라도 추가 전파를 차단하는 효과를 기대할 수 있다고 밝혔다 .	O O O O O O O O O O O O O O O O O O O O O O
혈전의 증상은 호흡곤란 가슴통증 다리붓기 복통 두통과 시야흐림 백신 주사 부위에 피부 밑의 작은 혈반 등이다 .	DIS-B O SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B O O O O O O SYMP-B O O
아나필락시스 진단 확정시 최초 1회에 한해 최대 200만 원을 지급한다 .	DIS-B O O O O O O O O O O
A씨는 현재는 증상을 회복해 일상생활에 지장이 없는 상태이지만, 아직도 조금만 무리하면 머리가 당기는 등 예전의 컨디션을 찾지 못하고 있다 .	O O O O O O O O O O O O O O O O O O O O
코메디닷컴의 취재결과 20, 30대 가운에 백신을 맞은 이들은 근육통 때문에 팔을 들어 올리지 못한 이도 적지 않았다 .	O O O O O O O O SYMP-B O O O O O O O O O
지난 7월 모더나 백신 접종 후 나흘 만에 중증 이상반응으로 쓰러져 사망한 고 이유빈 씨. 이유빈 씨를 담당했던 역학조사관은 세 번이나 검사를 의뢰했지만, 모더나 백신이라는 이유로 검사조차 거부당했다고 전했다 .	O O VACC-B O O O O O O O O O O O O O O O O O O O O VACC-B O O O O O O
정말 웃고 나면 너무 좋아요.” 의료학계에는 보고되지 않을 수 있지만, 너무나 자주 - 해맑게 웃는 것, 웃긴 일도 아닌데 자지러지게 웃는 것, 한 마디로 ‘실성’, 백신 부작용이 아닐까, 나 혼자서 이상한 확신을 가져 봅니다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
그러면서 저림 시력저하 피부발진 부정맥 등 부작용 인정범위 확대 △관련 부작용 치료를 위한 전문 진료체계 확보 등을 요청하고 있다고 전했다 .	O SYMP-B SYMP-B SYMP-B SYMP-B O O O O O O O O O O O O O O O O
그러면서 저림이나 시력저하, 피부발진, 부정맥 등에 대한 부작용 인정범위 확대, 관련 부작용 치료를 위한 전문 진료체계 확보 등을 정부와 국회 등에 요청하고 있다고 전했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O
백신 접종별로는 화이자가 가장 많은 538건으로 모더나는 97건, 아스트라제네카는 68건이었다 .	O O VACC-B O O O VACC-B O VACC-B O O
얀센과 AZ 백신은 혈소판이 감소하는 혈전증이 부작용으로 나타나고 있다 .	VACC-B VACC-B O O O DIS-B O O O O
실제로 국내에서 백신 접종 후 망막혈관폐쇄증이 발생한 사례가 있다. 하지만 인과관계가 명확하지 않아 백신에 의한 것인지 여부는 아직 밝혀지지 않고 있다 .	O O O O O DIS-B O O O O O O O O O O O O O O O O
일부는 술에 취한 듯한 무력감을 호소했다 .	O O O O O O O
배타적사용권을 받았던 아나필락시스 쇼크 진단 특약이 아닌 삼성화재가 출시 예정인 미니보험 형태 새 백신보험 상품으로 진행하게 돼 배타적사용권 침해 논란도 피하게 됐다는 평가다 .	O O DIS-B O O O O O O O O O O O O O O O O O O O O O
이들 가운데는 기저 질환이 있는 사람도 있지만 건강한 상태에 있던 사람도 많다 .	O O O O O O O O O O O O O
한편 코로나19 백신으로 인한 이상 반응이 이어지면서 백신 피해자 가족들은 현재 모임을 결성해 대응을 촉구 중이다 .	O O O O O O O O O O O O O O O O O
WSJ은 “얀센과 AZ가 백신을 업그레이드할 경우 보관의 용이성과 접종 편의성이 크게 개선될 것”이라며 “이럴 경우 화이자와 모더나 못지않게 전 세계적으로 널리 사용될 가능성이 있다”라고 했다 .	O O O O O O O O O O O O O O O O VACC-B O O O O O O O O O
이 학생은 지난 8월13일 화이자 백신을 접종한 후 지난달 27일 사망했다 .	O O O O VACC-B O O O O O DIS-B O
연구팀은 이들에게 미국 질병통제예방센터가 공표한 코로나 백신의 7가지 대표적인 부작용 접종부위통증 열 오한 두통 관절통 오심 피로감을 알려주고 백신을 맞으면 어떻겠느냐고 물었다 .	O O O O O O O O O O SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B O O O O O O
과장광고로 과징금·과태료·징계 받은 사례 있지만⋯결국 솜방망이 처분 보험사들은 상품을 잘 팔기 위한 하나의 마케팅 전략이라고 항변하지만, 실은 불완전판매에 가깝다. 0.0006%라는 희박한 부작용에만 보험이 적용된다는 걸 알았다면, 일부러 백신 보험을 가입하려는 경우는 드물었을 것이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
백신에 대해 충분히 알아봤다고 느끼게 되면 맞겠다라고 말한 바 있다 .	O O O O O O O O O O O
아스트라제네카 접종을 받은 사람들에게서 혈소판 감소증의 위험이 증가하거나 혈소판 수가 적다는 것을 발견했다 .	VACC-B O O O DIS-B DIS-I O O O O O O O O
혈전증이 발생하면 호흡곤란 과 흉통 이 나타날 수 있고 심하면 사망에 이르게까지 하는 부작용이다 .	DIS-B O SYMP-B O SYMP-B O O O O O DIS-B O O O O
한 가지 바람이 있다면 코로나 백신이 또 다른 신종·변종바이러스 출현으로 무용지물이 되지 않았으면 좋겠다는 것이다 .	O O O O O O O O O O O O O O O O
이번 종합분석결과는 미국의학회에서 발행하는 국제학술지 ‘JAMA’ 9월 4일자에 실렸다 .	O O O O O O O O O O
이 교수는 변이 바이러스의 출현을 막기 위해 백신의 공공성을 잘 알아야 하고 주요 선진국만이 아니라 전 세계적으로 집단면역이 이뤄져야 한다고 말했다 .	O O O O O O O O O O O O O O O O O O O O O O
특히 고령층의 경우 독감으로 인한 합병증 피해가 큰 만큼 꼭 접종을 하라고 권고한다 .	O O O O O O O O O O O O O O
기저질환이라고는 고지혈증밖에 없던 건강하시던 분이라고 전했다 .	O O O O O O O
국내에서 인과성을 인정받은 사례는 아직 없다 .	O O O O O O O
질병청은 현재 접종 부위의 통증과 부기(붓기), 발열, 메스꺼움, 근육통, 피로감, 두통 등을 안내하고 있다 .	O O O O O SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B SYMP-B O O O O
손해보험협회에서는 논의할 여지가 있다고 판단해 이벤트 중단을 권고, 토스는 이벤트를 중단해다가 배타적사용권이 끝난 7월부터 이벤트를 재개했다 .	O O O O O O O O O O O O O O O O O
코로나19 예방접종대응추진단에 따르면 지난 13일 0시 기준 코로나19 백신 1차 접종자는 누적 2198만1720명으로, 2020년 12월 말 주민등록인구현황인 5134만9116명 인구 대비 42.8%다. 2차까지 접종 완료자는 70만5064명 증가한 893만2065명으로 전국민 대비 접종률 17.4%를 기록했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
감사합니다 .	O O
미국 일리노이대 연구진은 코로나 백신 접종 후 생리 관련 이상 증상을 겪은 14만명 여성의 사례를 모아 보고서를 만들었다 .	O O O O O O O O O O O O O O O O O O O
이에 질병관리청은 코로나19 백신과 독감 백신을 같은 날 접종하는 것도 가능한 것으로 안내하고 있다 .	O O O O O O O O O O O O O O O
그러나 과학자들은 코로나 백신접종 후 발생하는 혈전이나 뇌졸중의 위험이 코로나 바이러스에 걸렸을 때보다 몇배 더 낮다고 한다 .	O O O O O O DIS-B DIS-B O O O O O O O O O O
조명희 의원은 “혈전증 등 이상 반응이 나타나면 의료기관이 요청한 경우 질병관리청은 백신 종류와 관계없이 검사를 실시하도록 하여 예방접종에 대한 국민의 신뢰를 높여야 한다”고 강조했다 .	O O DIS-B O O O O O O O O O O O O O O O O O O O O O O
이어 “일부 여성은 코로나 백신을 맞은 후 생리불순과 무월경 등의 증상을 겪고 있는 것으로 보고됐다”며 “백신 접종 후 이런 변화가 백신 자체와 연관돼있는지, 변화가 얼마나 지속되는지 등에 관한 연구를 지원할 것”이라고 설명했다 .	O O O O O O O SYMP-B SYMP-B O O O O O O O O O O O O O O O O O O O O O O O O
가입나이는 20~70세까지며 1년 만기 순수보장형이다 .	O O O O O O
2000년 데뷔한 보아는 넘버원, Better 등을 발표하며 활동했다 .	O O O O O O O O O
국내에서 신종 코로나바이러스 감염증(코로나19) 백신을 접종하고 부정출혈 등 월경 이상이 나타났다는 사례가 나오는 가운데 정부는 이에 대해서도 조사하겠다고 밝혔다 .	O O O O O O SYMP-B O SYMP-B SYMP-I O O O O O O O O O O
또 다른 시민은 “백신 맞고 얼마 안 된 사람과 같이 있었더니 팔에 두드러기가 올라왔다”고 주장했다 .	O O O O O O O O O O O O O O O O
직장인 김모(30)씨는 얼마 전 백신을 예약하긴 했지만 불안한 건 어쩔 수 없다며 기저질환이 없는 사람도 부작용을 겪을 수 있는 것 아니냐 .	O O O O O O O O O O O O O O O O O O O O O O
어떻게 설명해야 할 지 몰라 난감했다”고 말했다 .	O O O O O O O O
현재 교직원들이 공무상 병가를 사용하기 위해서는 공무원연금관리공단에 공무상 요양 신청을 하고 승인을 기다려야 하는데 그 기간을 예측할 수 없어	O O O O O O O O O O O O O O O O O O O
정부가 백신 이상 반응이 발생하면 인과성이 부족해도 치료비를 최대 1000만원까지 지원하는 제도를 도입해 놓고 실제 지원 대상으로 인정해주지 않는 것도 문제다 .	O O O O O O O O O O O O O O O O O O O O O O
코로나 백신 맞고 일정한 시간 안에 사망한 사람이 모두 코로나 때문에 사망한 건 아닐 것이다. 하지만 코로나 백신은 실험이 완료된 게 아니고 실험 중에 있다는 걸 인정하는 게 중요하다 .	O O O O O O DIS-B O O O O O O O O O O O O O O O O O O O O O O O
백신 접종 초기, 혈전 증세 등 여러 부작용을 둘러싸고 사람들의 관심이 높아지던 때였다 .	O O O O O O O O O O O O O O
76명(82%)이 전신 부작용을 보고했고, 그중 56명(60%)이 중등도 이상의 부작용이었다 .	O O O O O O O O O O
우리나라 질병관리청도 최근 커뮤니티에서 떠도는 주장은 사실이 아니다라고 설명했다 .	O O O O O O O O O O
12일 보건당국과 유족에 따르면 지난 7일 오전 10시40분 대청도 보건지소에서 2차 접종을 한 A씨(82)가 지난 10일 오전 1시 9분께 인천 한 종합병원 중환자실에서 숨졌다고 밝혔다 .	O O O O O O O O O O O O O O O O O O O O O O O DIS-B O O
코로나19와 독감이 동시에 유행하면 독감은 코로나19와 증상이 유사해 방역 현장에 혼선을 더할 수 있고, 동시에 감염될 경우 증상이 악화되거나 합병증이 커질 수 있다 .	O O O O O O O O O O O O O O O O O O O O O O O O
인구 100만명당 6명이 걸릴까 말까 한 희귀 케이스인 것. 일반적인 백신 부작용으로 알려진 근육통이나 두통, 혈전 증세에는 이 보험의 혜택을 받을 수 없다 .	O O O O O O O O O O O O O O O O O O O O O O O O
사례 중에는 몇년간 생리를 하지 않았다가 백신 접종 후 출혈이 생겼다는 여성도 있었다 .	O O O O O O O O O SYMP-B O O O O
특히 소액으로 백신 부작용에 대한 대비가 가능해 소비자의 불안감 해소에 도움이 될 것이라고 하나손보 측은 전했다 .	O O O O O O O O O O O O O O O O O
작성자는 글에서 문진 시 최근 피곤으로 혓바늘 돋음, 인후통 등 몸살기가 있는데 백신을 맞아도 되는지를 문의했으나 이번 순서를 놓치면 또 대기하며 백신을 언제 맞을지 알 수 없으니 오늘 맞을 것을 강력하게 권장했다고 주장했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
이후 미국 질병통제예방센터(CDC)는 최근 여성들의 생리 반응에 대한 자체 조사에 나섰고, 여성의 생리불순 등을 잠재적인 부작용으로 확인했다 .	O O O O O O O O O O O O SYMP-B O O O O O
보장금액은 100만원, 200만원 2가지로 100만원 보험료는 각각 1년 880원, 1770원이다 .	O O O O O O O O O O O
A씨는 10월 중순부터 갑자기 복통을 호소해 일반 내과에 가서 약을 처방 후 진전이 없자	O O O O SYMP-B O O O O O O O O O
이 가운데 혈소판 감소성 혈전증과 급성 심근염으로 인한 사망이 2건, 중증 질환이 5건, 아나필락시스가 470건인 것으로 나타났다 .	O O DIS-B DIS-I DIS-I DIS-B DIS-B O O O O O O DIS-B O O O O
이에 A 씨는 인생에서 처음으로 두피에 바람을 느끼는 체험을 했다라고 말하며 억울함을 토해냈다 .	O O O O O O O O O O O O O O
삼성화재와 라이나생명은 저렴한 보험료로 아나필락시스 쇼크 발생 시 이를 보장해준다 .	O O O O DIS-B DIS-I O O O O O
내 몸의 털이 다 빠질 수도 있다더라고 했습니다 .	O O O O O O O O O
조 반장은 해외 사례와 관련해 “미국 FDA(식품의약국)의 경우 월경 관련 징후를 모더나, 화이자, 얀센 백신의 임상 경과에서 보고 받지 못했다고 했고 유럽에서도 영국이나 독일의 이상반응 보고가 있으나 연관성에 대해서는 제시하지 않았다”고 말했다 .	O O O O O O O O O O O VACC-B VACC-B VACC-B O O O O O O O O O O O O O O O O O O O
